#Shape95%
77,-49
-73,-50
-44,-50
54,-50
77,-50
-73,-51
-44,-51
54,-51
77,-51
-73,-52
-44,-52
54,-52
77,-52
-73,-53
-44,-53
54,-53
77,-53
-73,-54
-44,-54
54,-54
77,-54
-73,-55
-44,-55
54,-55
77,-55
-73,-56
-44,-56
54,-56
77,-56
-73,-57
-44,-57
54,-57
77,-57
-73,-58
-44,-58
54,-58
77,-58
-73,-59
-44,-59
54,-59
77,-59
-73,-60
-44,-60
54,-60
77,-60
-73,-61
-44,-61
54,-61
77,-61
-73,-62
-44,-62
54,-62
77,-62
-73,-63
-44,-63
54,-63
77,-63
-73,-64
-44,-64
54,-64
77,-64
-73,-65
-44,-65
54,-65
77,-65
-73,-66
-44,-66
54,-66
77,-66
-73,-67
-44,-67
54,-67
77,-67
-73,-68
-44,-68
54,-68
77,-68
-73,-69
-44,-69
54,-69
55,-69
56,-69
57,-69
58,-69
59,-69
60,-69
61,-69
62,-69
63,-69
64,-69
65,-69
66,-69
67,-69
68,-69
69,-69
70,-69
71,-69
72,-69
73,-69
74,-69
75,-69
76,-69
77,-69
-72,-70
-45,-70
-71,-71
-46,-71
-70,-72
-47,-72
-69,-73
-48,-73
-68,-74
-67,-74
-66,-74
-65,-74
-64,-74
-63,-74
-62,-74
-61,-74
-60,-74
-59,-74
-58,-74
-57,-74
-56,-74
-55,-74
-54,-74
-53,-74
-52,-74
-51,-74
-50,-74
-49,-74
#Shape50%
1,96
0,95
2,95
0,94
2,94
-1,93
3,93
-1,92
3,92
-2,91
4,91
-2,90
4,90
-3,89
5,89
-4,88
6,88
-4,87
6,87
-5,86
7,86
-5,85
7,85
-6,84
8,84
-6,83
8,83
-7,82
9,82
-8,81
10,81
-8,80
10,80
-9,79
11,79
-9,78
11,78
-10,77
12,77
-10,76
12,76
-11,75
13,75
-12,74
14,74
-12,73
14,73
-13,72
15,72
-13,71
15,71
-14,70
16,70
-14,69
16,69
-15,68
-14,68
-13,68
-12,68
-11,68
-10,68
-9,68
-8,68
-7,68
-6,68
-5,68
-4,68
-3,68
-2,68
-1,68
0,68
1,68
2,68
3,68
4,68
5,68
6,68
7,68
8,68
9,68
10,68
11,68
12,68
13,68
14,68
15,68
16,68
17,68
79,15
80,15
81,15
82,15
83,15
84,15
-81,14
-80,14
-79,14
-78,14
-77,14
-76,14
76,14
77,14
78,14
85,14
86,14
87,14
-84,13
-83,13
-82,13
-75,13
-74,13
-73,13
74,13
75,13
88,13
89,13
-86,12
-85,12
-72,12
-71,12
72,12
73,12
90,12
91,12
-88,11
-87,11
-70,11
-69,11
71,11
92,11
-89,10
-68,10
70,10
93,10
-90,9
-67,9
70,9
93,9
-90,8
-67,8
69,8
94,8
-91,7
-66,7
69,7
94,7
-91,6
-66,6
68,6
95,6
-92,5
-65,5
68,5
95,5
-92,4
-65,4
68,4
95,4
-92,3
-65,3
67,3
95,3
-93,2
-65,2
67,2
96,2
-93,1
-64,1
67,1
96,1
-93,0
-64,0
67,0
96,0
-93,-1
-64,-1
67,-1
96,-1
-93,-2
-64,-2
67,-2
96,-2
-93,-3
-64,-3
68,-3
95,-3
-92,-4
-65,-4
68,-4
95,-4
-92,-5
-65,-5
68,-5
95,-5
-92,-6
-65,-6
69,-6
94,-6
-91,-7
-66,-7
69,-7
94,-7
-91,-8
-66,-8
70,-8
93,-8
-90,-9
-67,-9
70,-9
93,-9
-90,-10
-67,-10
71,-10
92,-10
-89,-11
-68,-11
72,-11
73,-11
90,-11
91,-11
-88,-12
-87,-12
-70,-12
-69,-12
74,-12
75,-12
88,-12
89,-12
-86,-13
-85,-13
-72,-13
-71,-13
76,-13
77,-13
78,-13
79,-13
85,-13
86,-13
87,-13
-84,-14
-83,-14
-82,-14
-81,-14
-75,-14
-74,-14
-73,-14
80,-14
81,-14
82,-14
83,-14
84,-14
-80,-15
-79,-15
-78,-15
-77,-15
-76,-15
1,-68
0,-69
2,-69
0,-70
2,-70
-1,-71
3,-71
-1,-72
3,-72
-2,-73
4,-73
-2,-74
4,-74
-3,-75
5,-75
-4,-76
6,-76
-4,-77
6,-77
-5,-78
7,-78
-5,-79
7,-79
-6,-80
8,-80
-6,-81
8,-81
-7,-82
9,-82
-8,-83
10,-83
-8,-84
10,-84
-9,-85
11,-85
-9,-86
11,-86
-10,-87
12,-87
-10,-88
12,-88
-11,-89
13,-89
-12,-90
14,-90
-12,-91
14,-91
-13,-92
15,-92
-13,-93
15,-93
-14,-94
16,-94
-14,-95
16,-95
-15,-96
-14,-96
-13,-96
-12,-96
-11,-96
-10,-96
-9,-96
-8,-96
-7,-96
-6,-96
-5,-96
-4,-96
-3,-96
-2,-96
-1,-96
0,-96
1,-96
2,-96
3,-96
4,-96
5,-96
6,-96
7,-96
8,-96
9,-96
10,-96
11,-96
12,-96
13,-96
14,-96
15,-96
16,-96
17,-96
#Drones
3,12
-2,11
8,11
-6,9
12,9
-9,6
15,6
-11,3
17,3
-12,-1
18,-1
-12,-5
18,-5
-11,-9
17,-9
-9,-12
15,-12
-6,-15
12,-15
-2,-17
8,-17
3,-18
